Date,Monthly Mean Total Sunspot Number
1755-07-31,-0.9939533656275465
1755-08-31,-1.1265221667931582
1755-09-30,-0.7671134169663888
1755-10-31,-0.622760722363834
1755-11-30,-1.0381429660160837
1755-12-31,-0.7140858965001442
1756-01-31,-0.8982092314523826
1756-02-29,-1.0307780326179943
1756-03-31,-1.0720216596472956
1756-04-30,-0.9733315521128958
1756-05-31,-0.8982092314523826
1756-06-30,-0.8878983246950573
1756-07-31,-1.1162112600358327
1756-08-31,-1.0469808860937913
1756-09-30,-0.9144120849281795
1756-10-31,-0.8540196310638454
1756-11-30,-0.7877352304810396
1756-12-31,-0.9733315521128958
1757-01-31,-0.858438591102699
1757-02-28,-0.6846261629077861
1757-03-31,-0.5608952818198818
1757-04-30,-0.46809712100395373
1757-05-31,-0.2692439192555363
1757-06-30,-0.8908442980542931
1757-07-31,-0.59035501541224
1757-08-31,0.054813150260403225
1757-09-30,-0.22947327890585278
1757-10-31,-0.40623168046000163
1757-11-30,0.38328917981519645
1757-12-31,-0.3826638935861152
1758-01-31,-0.2810278126924795
1758-02-28,0.07248899041581815
1758-03-31,-0.0011603435650771952
1758-04-30,0.5703584881266707
1758-05-31,-0.06597175746826518
1758-06-30,-0.099850451099477
1758-07-31,-0.12489122465298147
1758-08-31,-0.2545140524593572
1758-09-30,0.33026165934895185
1758-10-31,-0.2795548260128617
1758-11-30,-0.14845901152686788
1758-12-31,-0.14845901152686788
1759-01-31,-0.01883618372049212
1759-02-28,-0.12489122465298147
1759-03-31,-0.0556608507109398
1759-04-30,-0.051241890672086114
1759-05-31,-0.0011603435650771952
1759-06-30,0.022407443308809234
1759-07-31,0.047448216862313694
1759-08-31,0.5453177145731662
1759-09-30,0.6911433958553389
1759-10-31,0.26103128540691023
1759-11-30,-0.06744474414788301
1759-12-31,0.19474688482410438
1760-01-31,0.44810059371838445
1760-02-29,0.2566123253680565
1760-03-31,0.629277955311387
1760-04-30,0.22715259177569838
1760-05-31,0.5629935547285811
1760-06-30,-0.01883618372049212
1760-07-31,0.41569488676679045
1760-08-31,0.6513727555056555
1760-09-30,0.30080192575659376
1760-10-31,0.0371373101049883
1760-11-30,0.26103128540691023
1760-12-31,0.2934369923585042
1761-01-31,0.5143849943011902
1761-02-28,1.0299303321674576
1761-03-31,0.7765766232731777
1761-04-30,0.5556286213304916
1761-05-31,1.4276367356642923
1761-06-30,1.2332024939547288
1761-07-31,1.1050526528279712
1761-08-31,1.0314033188470757
1761-09-30,1.267081187585941
1761-10-31,0.9724838516623594
1761-11-30,0.9975246252158637
1761-12-31,-0.07480967754597255
1762-01-31,-0.12931018469183514
1762-02-28,0.5821423815636139
1762-03-31,-0.08217461094406207
1762-04-30,0.2728151788438534
1762-05-31,-0.2250543188669991
1762-06-30,0.6881974224961033
1762-07-31,-0.37529896018802567
1762-08-31,0.4569385137960918
1762-09-30,0.47756032731074255
1762-10-31,0.4967091541457753
1762-11-30,0.705873262651518
1762-12-31,0.6911433958553389
1763-01-31,0.18296299138716118
1763-02-28,-0.4209615472561807
1763-03-31,-0.3649880534307003
1763-04-30,-0.39739376038229424
1763-05-31,-0.40181272042114796
1763-06-30,-0.3252174130810167
1763-07-31,0.12551651088206273
1763-08-31,-0.5535303484217923
1763-09-30,0.46724942055341717
1763-10-31,-0.06744474414788301
1763-11-30,0.2904910189992683
1763-12-31,0.3022749124362116
1764-01-31,0.26103128540691023
1764-02-29,0.26103128540691023
1764-03-31,-0.21768938546890956
1764-04-30,-0.36056909339184656
1764-05-31,-0.11752629125489193
1764-06-30,-0.46809712100395373
1764-07-31,-0.46809712100395373
1764-08-31,-0.46809712100395373
1764-09-30,-0.512286721392491
1764-10-31,-0.5167056814313447
1764-11-30,-0.5667872285383535
1764-12-31,-0.5741521619364431
1765-01-31,-0.6153957889657444
1765-02-28,-0.5667872285383535
1765-03-31,-0.59035501541224
1765-04-30,-0.6640043493931354
1765-05-31,-0.7081939497816725
1765-06-30,-0.7140858965001442
1765-07-31,-0.5417464549848491
1765-08-31,-0.4754620544020433
1765-09-30,-0.811303017354926
1765-10-31,-0.8613845644619349
1765-11-30,-0.8613845644619349
1765-12-31,-0.8849523513358214
1766-01-31,-0.9099931248893258
1766-02-28,-0.9350338984428302
1766-03-31,-0.306068586245984
1766-04-30,-1.0572917928511165
1766-05-31,-0.5461654150237027
1766-06-30,-1.130941126832012
1766-07-31,-1.1235761934339223
1766-08-31,-1.1059003532785074
1766-09-30,-1.0985354198804178
1766-10-31,-1.082332566404621
1766-11-30,-1.0646567262492062
1766-12-31,-0.733234723335177
1767-01-31,-0.5314355482275237
1767-02-28,-0.46809712100395373
1767-03-31,-0.14845901152686788
1767-04-30,-0.39739376038229424
1767-05-31,-0.4725160810428074
1767-06-30,-0.38708285362496886
1767-07-31,-0.6669503227523712
1767-08-31,-0.2029595186727305
1767-09-30,-0.15582394492495744
1767-10-31,-0.12194525129374562
1767-11-30,0.13877339099862396
1767-12-31,0.10342171068779411
1768-01-31,0.10931365740626584
1768-02-29,0.4186408601260263
1768-03-31,-0.06744474414788301
1768-04-30,-0.15582394492495744
1768-05-31,0.7029272892922823
1768-06-30,0.6955623558941928
1768-07-31,0.08721885721199722
1768-08-31,0.43484371360182317
1768-09-30,0.6322239286706228
1768-10-31,0.705873262651518
1768-11-30,1.0196194254101323
1768-12-31,1.5395837233152536
1769-01-31,0.6101291284763543
1769-02-28,0.37150528637825325
1769-03-31,0.3744512597374891
1769-04-30,1.1698640667311586
1769-05-31,0.6027641950782646
1769-06-30,1.1124175862260606
1769-07-31,1.7075042047916946
1769-08-31,1.7487478318209964
1769-09-30,2.448416504639502
1769-10-31,2.6796754133395133
1769-11-30,2.4307406644840874
1769-12-31,1.5454756700337249
1770-01-31,1.3480954549649258
1770-02-28,2.293752903279622
1770-03-31,0.7618467564769986
1770-04-30,0.047448216862313694
1770-05-31,0.515857980980808
1770-06-30,0.8399150504967479
1770-07-31,1.4909751628878625
1770-08-31,1.896046499782787
1770-09-30,1.3584063617222508
1770-10-31,1.339257534887218
1770-11-30,2.040399194385342
1770-12-31,1.3068518279356243
1771-01-31,-0.32079845304216303
1771-02-28,-0.07039071750711887
1771-03-31,-0.05860682407017565
1771-04-30,0.38918112653366815
1771-05-31,2.544160638814666
1771-06-30,1.7295990049859633
1771-07-31,0.4569385137960918
1771-08-31,0.23157155181455208
1771-09-30,1.2847570277413556
1771-10-31,1.0048895586139532
1771-11-30,1.243513400712054
1771-12-31,1.1448232931776543
1772-01-31,1.2729731343044122
1772-02-29,1.0240383854489863
1772-03-31,-0.4415833607708315
1772-04-30,1.0593900657598156
1772-05-31,-0.27218989261477217
1772-06-30,0.19474688482410438
1772-07-31,0.6926163825349572
1772-08-31,0.17559805798907163
1772-09-30,0.03566432342537048
1772-10-31,0.7250220894865509
1772-11-30,0.30080192575659376
1772-12-31,0.3670863263393995
1773-01-31,0.1358274176393881
1773-02-28,-0.4931378945574582
1773-03-31,0.05186717690116737
1773-04-30,-0.39739376038229424
1773-05-31,-0.19559458527464096
1773-06-30,-0.5078677613536373
1773-07-31,-0.5240706148294342
1773-08-31,-0.8923172847339109
1773-09-30,-0.4857729611593687
1773-10-31,-0.559422295140264
1773-11-30,-0.20001354531349463
1773-12-31,-0.14404005148801421
1774-01-31,-0.0556608507109398
1774-02-28,0.40096501997061135
1774-03-31,0.1623411778725104
1774-04-30,-0.12931018469183514
1774-05-31,0.054813150260403225
1774-06-30,-0.5049217879944015
1774-07-31,-0.7744783503644783
1774-08-31,-1.0425619260549375
1774-09-30,-1.0101562191033435
1774-10-31,-0.8613845644619349
1774-11-30,-0.7700593903256246
1774-12-31,-0.9055741648504722
1775-01-31,-1.0970624332008
1775-02-28,-1.2045904608129072
1775-03-31,-0.9203040316466512
1775-04-30,-0.9291419517243585
1775-05-31,-1.1088463266377433
1775-06-30,-0.9026281914912363
1775-07-31,-1.1795496872594027
1775-08-31,-1.0101562191033435
1775-09-30,-1.1265221667931582
1775-10-31,-1.067602699608442
1775-11-30,-0.8333978175491946
1775-12-31,-1.0101562191033435
1776-01-31,-0.6713692827912249
1776-02-29,-0.9203040316466512
1776-03-31,-1.049926859453027
1776-04-30,-0.6698962961116071
1776-05-31,-0.9291419517243585
1776-06-30,-0.7376536833740307
1776-07-31,-1.1795496872594027
1776-08-31,-0.6109768289268908
1776-09-30,-0.811303017354926
1776-10-31,-0.46809712100395373
1776-11-30,-0.3458392265956675
1776-12-31,-0.22210834550776323
1777-01-31,-0.099850451099477
1777-02-28,-0.30901455960521984
1777-03-31,-0.2471491190612677
1777-04-30,1.1404043331388005
1777-05-31,0.7662657165158525
1777-06-30,0.7765766232731777
1777-07-31,1.1271474530222396
1777-08-31,1.5454756700337249
1777-09-30,1.6485847376069784
1777-10-31,1.4099608955088776
1777-11-30,2.3791861306974607
1777-12-31,2.6575806131452446
1778-01-31,3.148085177458008
1778-02-28,1.479191269450919
1778-03-31,2.0845887947738793
1778-04-30,2.355618343823574
1778-05-31,4.660842497425598
1778-06-30,3.008151442894307
1778-07-31,2.5515255722127557
1778-08-31,2.2318874627356697
1778-09-30,3.011097416253542
1778-10-31,2.6325398395917405
1778-11-30,2.4852411716299496
1778-12-31,1.3731362285184299
1779-01-31,1.6117600706165307
1779-02-28,2.8637987482917517
1779-03-31,1.6927743379955156
1779-04-30,2.355618343823574
1779-05-31,2.2318874627356697
1779-06-30,1.5867192970630264
1779-07-31,2.305536796716565
1779-08-31,1.5454756700337249
1779-09-30,1.5204348964802206
1779-10-31,1.8400730059573063
1779-11-30,1.594084230461116
1779-12-31,1.4953941229267165
1780-01-31,0.5143849943011902
1780-02-29,1.200796787003135
1780-03-31,1.200796787003135
1780-04-30,1.1271474530222396
1780-05-31,1.4276367356642923
1780-06-30,0.9562809981865621
1780-07-31,0.9061994510795536
1780-08-31,0.9061994510795536
1780-09-30,1.0962147327502634
1780-10-31,0.6852514491368675
1780-11-30,0.26839621880499975
1780-12-31,0.23599051185340575
1781-01-31,1.2184726271585498
1781-02-28,0.629277955311387
1781-03-31,0.09605677728970458
1781-04-30,0.47166838059227084
1781-05-31,1.3657712951203405
1781-06-30,1.1934318536050454
1781-07-31,0.5998182217190288
1781-08-31,0.41569488676679045
1781-09-30,0.047448216862313694
1781-10-31,-0.5343815215867596
1781-11-30,0.4407356603202949
1781-12-31,-0.3399472798771958
1782-01-31,0.12109755084320904
1782-02-28,-0.28397378605171536
1782-03-31,-0.2957576794886586
1782-04-30,-0.19854055863387682
1782-05-31,0.12846248424129858
1782-06-30,-0.27218989261477217
1782-07-31,-0.2957576794886586
1782-08-31,-0.12489122465298147
1782-09-30,-0.36940701346955396
1782-10-31,-0.6345446158007771
1782-11-30,-0.43127245401350606
1782-12-31,-0.46809712100395373
1783-01-31,-0.5167056814313447
1783-02-28,-0.2545140524593572
1783-03-31,-0.5491113883829386
1783-04-30,-0.5093407480332551
1783-05-31,-0.6404365625192489
1783-06-30,-0.5859360553733863
1783-07-31,-0.41359661385809116
1783-08-31,-0.7140858965001442
1783-09-30,-0.7626944569275351
1783-10-31,-1.0086832324237256
1783-11-30,-0.8363437909084305
1783-12-31,-0.9468177918797736
1784-01-31,-0.8849523513358214
1784-02-29,-1.0086832324237256
1784-03-31,-0.9350338984428302
1784-04-30,-0.9586016853167167
1784-05-31,-1.0572917928511165
1784-06-30,-0.9836424588702212
1784-07-31,-1.0572917928511165
1784-08-31,-0.9586016853167167
1784-09-30,-0.9586016853167167
1784-10-31,-1.0086832324237256
1784-11-30,-0.7877352304810396
1784-12-31,-0.8613845644619349
1785-01-31,-1.0455078994141733
1785-02-28,-1.0086832324237256
1785-03-31,-0.9836424588702212
1785-04-30,-0.8186679507530156
1785-05-31,-0.6964100563447293
1785-06-30,-0.559422295140264
1785-07-31,-0.3134335196440735
1785-08-31,-0.7140858965001442
1785-09-30,-0.41948856057656286
1785-10-31,-0.045349943953614406
1785-11-30,-0.21768938546890956
1785-12-31,-0.5343815215867596
1786-01-31,-0.2913387194498049
1786-02-28,-0.036512023875907046
1786-03-31,-0.03356605051667119
1786-04-30,0.8914695842833745
1786-05-31,1.0608630524394338
1786-06-30,0.24335544525149527
1786-07-31,0.8325501170986582
1786-08-31,0.9975246252158637
1786-09-30,1.5322187899171642
1786-10-31,1.5528406034318145
1786-11-30,1.6426927908885072
1786-12-31,1.5616785235095223
1787-01-31,2.102264634929294
1787-02-28,1.3981770020719342
1787-03-31,0.941551131390383
1787-04-30,1.9181412999770555
1787-05-31,2.1052106082885294
1787-06-30,1.2302565205954932
1787-07-31,1.9372901268120886
1787-08-31,2.164130075473246
1787-09-30,2.6575806131452446
1787-10-31,2.650215679747155
1787-11-30,2.2687121297261177
1787-12-31,3.067070910079023
1788-01-31,2.183278902308279
1788-02-29,1.9667498604044467
1788-03-31,2.3129017301146546
1788-04-30,1.4585694559362687
1788-05-31,1.5690434569076117
1788-06-30,2.5809853058051138
1788-07-31,2.2687121297261177
1788-08-31,2.134670341880888
1788-09-30,2.2569282362891743
1788-10-31,2.2819690098426784
1788-11-30,1.1197825196241502
1788-12-31,1.9741147938025363
1789-01-31,1.594084230461116
1789-02-28,1.8710057262292827
1789-03-31,1.7413828984229067
1789-04-30,1.8223971658018916
1789-05-31,1.8268161258407456
1789-06-30,1.7413828984229067
1789-07-31,1.6677335644420113
1789-08-31,1.324527668091039
1789-09-30,1.5454756700337249
1789-10-31,0.9975246252158637
1789-11-30,2.0845887947738793
1789-12-31,2.1214134617643268
1790-01-31,1.324527668091039
1790-02-28,1.9255062333751451
1790-03-31,1.1595531599738336
1790-04-30,1.1035796661483528
1790-05-31,1.0785388925948485
1790-06-30,1.0299303321674576
1790-07-31,0.4967091541457753
1790-08-31,0.9312402246330579
1790-09-30,0.6926163825349572
1790-10-31,0.8649558240502521
1790-11-30,0.8089823302247714
1790-12-31,0.6116021151559721
1791-01-31,0.580669394883996
1791-02-28,0.3170047792323906
1791-03-31,0.6116021151559721
1791-04-30,0.6911433958553389
1791-05-31,0.6042371817578824
1791-06-30,0.37150528637825325
1791-07-31,0.5379527811750767
1791-08-31,-0.14845901152686788
1791-09-30,0.42747878020373364
1791-10-31,0.3096398458343011
1791-11-30,0.4407356603202949
1791-12-31,0.41569488676679045
1792-01-31,0.21978765837760886
1792-02-29,0.3670863263393995
1792-03-31,0.3420455527858951
1792-04-30,0.6543187288648914
1792-05-31,0.3170047792323906
1792-06-30,0.2934369923585042
1792-07-31,-0.08070162426444426
1792-08-31,0.26839621880499975
1792-09-30,0.24335544525149527
1792-10-31,0.24335544525149527
1792-11-30,0.19474688482410438
1792-12-31,0.16970611127059992
1793-01-31,0.16970611127059992
1793-02-28,0.1461383243967135
1793-03-31,0.1579222178336567
1793-04-30,0.09605677728970458
1793-05-31,0.07985392381390768
1793-06-30,0.047448216862313694
1793-07-31,0.022407443308809234
1793-08-31,-0.4857729611593687
1793-09-30,-0.6153957889657444
1793-10-31,-0.051241890672086114
1793-11-30,-0.12489122465298147
1793-12-31,-0.08217461094406207
1794-01-31,-0.099850451099477
1794-02-28,-0.12489122465298147
1794-03-31,-0.27218989261477217
1794-04-30,-0.5078677613536373
1794-05-31,0.1623411778725104
1794-06-30,-0.18528367851731556
1794-07-31,-0.19854055863387682
1794-08-31,-0.22210834550776323
1794-09-30,-0.9320879250835944
1794-10-31,-0.5049217879944015
1794-11-30,0.44957358039800227
1794-12-31,0.057759123619639086
1795-01-31,-0.6787342161893144
1795-02-28,-0.2250543188669991
1795-03-31,-0.8952632580931468
1795-04-30,-0.7479645901313561
1795-05-31,-0.4430563474504493
1795-06-30,-0.7847892571218037
1795-07-31,-0.8878983246950573
1795-08-31,-0.5741521619364431
1795-09-30,-0.8731684578988782
1795-10-31,-0.7258697899370875
1795-11-30,-0.59035501541224
1795-12-31,-0.7626944569275351
1796-01-31,-0.6640043493931354
1796-02-29,-0.6198147490045981
1796-03-31,-0.8186679507530156
1796-04-30,-0.4268534939746524
1796-05-31,-0.6890451229466398
1796-06-30,-1.0396159526957016
1796-07-31,-0.5446924283440849
1796-08-31,-1.1677657938224595
1796-09-30,-0.7523835501702097
1796-10-31,-0.9350338984428302
1796-11-30,-0.9983723256664002
1796-12-31,-1.0793865930453852
1797-01-31,-0.8510736577046095
1797-02-28,-1.1014813932396537
1797-03-31,-1.1059003532785074
1797-04-30,-1.1059003532785074
1797-05-31,-1.0248860858995226
1797-06-30,-0.9320879250835944
1797-07-31,-1.0985354198804178
1797-08-31,-1.0572917928511165
1797-09-30,-1.0646567262492062
1797-10-31,-1.0351969926568478
1797-11-30,-1.0617107528899703
1797-12-31,-1.130941126832012
1798-01-31,-1.1559819003855163
1798-02-28,-1.1059003532785074
1798-03-31,-0.8996822181320004
1798-04-30,-1.178076700579785
1798-05-31,-1.2045904608129072
1798-06-30,-1.2045904608129072
1798-07-31,-1.2045904608129072
1798-08-31,-1.130941126832012
1798-09-30,-1.145670993628191
1798-10-31,-1.1677657938224595
1798-11-30,-0.8982092314523826
1798-12-31,-0.9615476586759526
1799-01-31,-1.1648198204632236
1799-02-28,-0.8952632580931468
1799-03-31,-0.6713692827912249
1799-04-30,-0.9983723256664002
1799-05-31,-1.0027912857052539
1799-06-30,-0.9438718185205377
1799-07-31,-1.1530359270262804
1799-08-31,-1.2045904608129072
1799-09-30,-1.2045904608129072
1799-10-31,-1.0911704864823284
1799-11-30,-1.1383060602301014
1799-12-31,-0.9939533656275465
1800-01-31,-1.0351969926568478
1800-02-28,-0.9762775254721316
1800-03-31,-0.8628575511415528
1800-04-30,-1.2045904608129072
1800-05-31,-1.082332566404621
1800-06-30,-0.622760722363834
1800-07-31,-0.6890451229466398
1800-08-31,-0.7258697899370875
1800-09-30,-0.921777018326269
1800-10-31,-0.9026281914912363
1800-11-30,-0.9468177918797736
1800-12-31,-0.22063535882814542
1801-01-31,-0.5417464549848491
1801-02-28,-0.4931378945574582
1801-03-31,-0.46809712100395373
1801-04-30,-0.4430563474504493
1801-05-31,-0.41948856057656286
1801-06-30,-0.43863738741159564
1801-07-31,-0.3458392265956675
1801-08-31,-0.2545140524593572
1801-09-30,-0.3826638935861152
1801-10-31,-0.4047586937803838
1801-11-30,-0.22800029222623494
1801-12-31,-0.021782157079727978
1802-01-31,-0.030620077157435335
1802-02-28,-0.051241890672086114
1802-03-31,-0.2029595186727305
1802-04-30,-0.17349978508037237
1802-05-31,-0.12489122465298147
1802-06-30,-0.07480967754597255
1802-07-31,-0.026201117118581654
1802-08-31,0.022407443308809234
1802-09-30,0.06659704369734644
1802-10-31,-0.25893301249821093
1802-11-30,-0.3576231200326107
1802-12-31,0.022407443308809234
1803-01-31,0.022407443308809234
1803-02-28,0.04302925682346002
1803-03-31,-0.479881014440897
1803-04-30,-0.59035501541224
1803-05-31,-0.11752629125489193
1803-06-30,-0.32079845304216303
1803-07-31,-0.01883618372049212
1803-08-31,-0.36793402678993614
1803-09-30,-0.09248551770138747
1803-10-31,0.12846248424129858
1803-11-30,0.047448216862313694
1803-12-31,-0.026201117118581654
1804-01-31,-0.09248551770138747
1804-02-29,-0.01883618372049212
1804-03-31,-0.026201117118581654
1804-04-30,0.0371373101049883
1804-05-31,-0.384136880265733
1804-06-30,-0.3502581866345212
1804-07-31,-0.4725160810428074
1804-08-31,-0.14698602484725007
1804-09-30,0.09605677728970458
1804-10-31,0.32436971263048014
1804-11-30,0.2934369923585042
1804-12-31,0.26839621880499975
1805-01-31,0.2934369923585042
1805-02-28,-0.12194525129374562
1805-03-31,0.057759123619639086
1805-04-30,-0.28397378605171536
1805-05-31,-0.2471491190612677
1805-06-30,-0.21032445207082004
1805-07-31,-0.2810278126924795
1805-08-31,-0.15582394492495744
1805-09-30,-0.11458031789565608
1805-10-31,-0.48282698780013283
1805-11-30,-0.19854055863387682
1805-12-31,-0.26482495921668264
1806-01-31,-0.2471491190612677
1806-02-28,-0.47840802776127916
1806-03-31,-0.40181272042114796
1806-04-30,-0.5240706148294342
1806-05-31,-0.5564763217810281
1806-06-30,-0.575625148616061
1806-07-31,-0.46809712100395373
1806-08-31,-0.559422295140264
1806-09-30,-0.6153957889657444
1806-10-31,-0.5417464549848491
1806-11-30,-0.59035501541224
1806-12-31,-0.6153957889657444
1807-01-31,-0.9099931248893258
1807-02-28,-0.9055741648504722
1807-03-31,-0.9689125920740421
1807-04-30,-0.6198147490045981
1807-05-31,-0.9586016853167167
1807-06-30,-0.9099931248893258
1807-07-31,-0.8923172847339109
1807-08-31,-0.9099931248893258
1807-09-30,-1.0646567262492062
1807-10-31,-1.0086832324237256
1807-11-30,-1.1412520335893372
1807-12-31,-1.2045904608129072
1808-01-31,-1.2045904608129072
1808-02-29,-1.0941164598415642
1808-03-31,-1.2045904608129072
1808-04-30,-0.9026281914912363
1808-05-31,-0.8731684578988782
1808-06-30,-0.8731684578988782
1808-07-31,-1.0396159526957016
1808-08-31,-1.0086832324237256
1808-09-30,-0.9173580582874153
1808-10-31,-1.0896974998027105
1808-11-30,-0.9468177918797736
1808-12-31,-0.9026281914912363
1809-01-31,-1.0278320592587584
1809-02-28,-0.9792234988313675
1809-03-31,-1.1824956606186385
1809-04-30,-1.1427250202689552
1809-05-31,-1.1559819003855163
1809-06-30,-1.0160481658218152
1809-07-31,-1.1972255274148178
1809-08-31,-1.2001715007740537
1809-09-30,-1.194279554055582
1809-10-31,-1.2045904608129072
1809-11-30,-1.2045904608129072
1809-12-31,-1.2045904608129072
1810-01-31,-1.2045904608129072
1810-02-28,-1.2045904608129072
1810-03-31,-1.2045904608129072
1810-04-30,-1.2045904608129072
1810-05-31,-1.2045904608129072
1810-06-30,-1.2045904608129072
1810-07-31,-1.2045904608129072
1810-08-31,-1.2045904608129072
1810-09-30,-1.2045904608129072
1810-10-31,-1.2045904608129072
1810-11-30,-1.2045904608129072
1810-12-31,-1.2045904608129072
1811-01-31,-1.2045904608129072
1811-02-28,-1.2045904608129072
1811-03-31,-1.2045904608129072
1811-04-30,-1.2045904608129072
1811-05-31,-1.2045904608129072
1811-06-30,-1.2045904608129072
1811-07-31,-1.0425619260549375
1811-08-31,-1.2045904608129072
1811-09-30,-1.145670993628191
1811-10-31,-1.0543458194918807
1811-11-30,-1.1854416339778744
1811-12-31,-1.178076700579785
1812-01-31,-0.9276689650447407
1812-02-29,-1.1574548870651342
1812-03-31,-1.1869146206574923
1812-04-30,-1.2045904608129072
1812-05-31,-1.1795496872594027
1812-06-30,-1.1721847538613133
1812-07-31,-1.192806567375964
1812-08-31,-0.8216139241122514
1812-09-30,-1.0764406196861493
1812-10-31,-1.1088463266377433
1812-11-30,-1.0101562191033435
1812-12-31,-0.9571286986370989
1813-01-31,-1.2045904608129072
1813-02-28,-0.9512367519186272
1813-03-31,-1.1574548870651342
1813-04-30,-0.796573150558747
1813-05-31,-1.0690756862880597
1813-06-30,-0.9291419517243585
1813-07-31,-0.7553295235294456
1813-08-31,-0.9983723256664002
1813-09-30,-0.828978857510341
1813-10-31,-0.5225976281498164
1813-11-30,-0.7951001638791292
1813-12-31,-0.8540196310638454
1814-01-31,-0.6595853893542817
1814-02-28,-0.9099931248893258
1814-03-31,-1.0646567262492062
1814-04-30,-0.6198147490045981
1814-05-31,-1.0617107528899703
1814-06-30,-0.8392897642676663
1814-07-31,-0.7509105634905919
1814-08-31,-1.1486169669874269
1814-09-30,-1.0057372590644897
1814-10-31,-0.7302887499759412
1814-11-30,-0.8481276843453737
1814-12-31,-0.7111399231409083
1815-01-31,-0.733234723335177
1815-02-28,-0.41359661385809116
1815-03-31,-0.5608952818198818
1815-04-30,-0.4283264806542702
1815-05-31,-0.9644936320351885
1815-06-30,0.1682331245909821
1815-07-31,-0.3325823464791063
1815-08-31,-0.045349943953614406
1815-09-30,-0.43127245401350606
1815-10-31,-0.3826638935861152
1815-11-30,-0.2913387194498049
1815-12-31,0.39065411321328597
1816-01-31,-0.559422295140264
1816-02-29,0.48492526070883213
1816-03-31,0.6042371817578824
1816-04-30,0.2389364852126416
1816-05-31,-0.11752629125489193
1816-06-30,-0.1337291447306888
1816-07-31,-0.25156807910012136
1816-08-31,-0.6345446158007771
1816-09-30,-0.030620077157435335
1816-10-31,0.18001701802792533
1816-11-30,-0.2692439192555363
1816-12-31,-0.4710430943631896
1817-01-31,-0.31048754628483766
1817-02-28,0.216841685018373
1817-03-31,1.1566071866145977
1817-04-30,-0.5564763217810281
1817-05-31,-0.6846261629077861
1817-06-30,-0.22210834550776323
1817-07-31,0.022407443308809234
1817-08-31,-0.099850451099477
1817-09-30,-0.30312261288674813
1817-10-31,-0.575625148616061
1817-11-30,-0.494610881237076
1817-12-31,-0.5078677613536373
1818-01-31,-0.34878519995490326
1818-02-28,-0.6536934426358101
1818-03-31,-0.5800441086549147
1818-04-30,-0.3576231200326107
1818-05-31,0.09900275064894044
1818-06-30,-0.30901455960521984
1818-07-31,-0.5152326947517268
1818-08-31,-0.42979946733388813
1818-09-30,-0.5653142418587356
1818-10-31,-0.4268534939746524
1818-11-30,-0.9350338984428302
1818-12-31,-0.5712061885772073
1819-01-31,-0.39886674706191205
1819-02-28,-0.6949370696651114
1819-03-31,-1.1117922999969791
1819-04-30,-0.7081939497816725
