city,country,latitude,longitude,year,month,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity,data_source,ym,city_key
New York,USA,40.7128,-74.006,1987,1,10.96,36.7,56.4,6.7,2.0,NOAA_Weather_Stations,1987.0,New York_USA_40.7128_-74.006
Los Angeles,USA,34.0522,-118.2437,1984,1,13.06,48.4,45.6,1.0,2.0,NOAA_Weather_Stations,1984.0,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,2,21.64,51.3,32.7,8.5,2.0,NOAA_Weather_Stations,1984.0833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,3,27.28,43.9,36.9,7.2,2.0,NOAA_Weather_Stations,1984.1666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,4,30.18,34.6,28.8,10.6,2.0,NOAA_Weather_Stations,1984.25,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,5,27.7,46.1,55.2,11.9,2.0,NOAA_Weather_Stations,1984.3333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,6,21.51,23.5,39.8,10.9,2.0,NOAA_Weather_Stations,1984.4166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,7,15.22,53.2,66.3,10.5,2.0,NOAA_Weather_Stations,1984.5,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,8,7.24,56.3,113.2,7.5,2.0,NOAA_Weather_Stations,1984.5833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,9,1.84,53.3,49.7,11.6,2.0,NOAA_Weather_Stations,1984.6666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,10,-1.09,52.0,111.8,7.0,2.0,NOAA_Weather_Stations,1984.75,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,11,-3.47,61.6,47.4,3.2,2.0,NOAA_Weather_Stations,1984.8333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1984,12,4.31,53.1,77.8,6.6,2.0,NOAA_Weather_Stations,1984.9166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,1,15.21,35.4,48.2,5.5,2.0,NOAA_Weather_Stations,1985.0,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,2,20.07,34.6,29.0,4.3,2.0,NOAA_Weather_Stations,1985.0833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,3,23.79,48.8,37.0,6.6,2.0,NOAA_Weather_Stations,1985.1666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,4,28.54,33.2,31.7,11.4,2.0,NOAA_Weather_Stations,1985.25,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,5,24.6,49.8,25.0,11.7,2.0,NOAA_Weather_Stations,1985.3333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,6,21.04,53.7,67.9,13.3,2.0,NOAA_Weather_Stations,1985.4166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,7,13.13,35.8,93.8,10.0,2.0,NOAA_Weather_Stations,1985.5,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,8,5.29,46.1,127.3,6.2,2.0,NOAA_Weather_Stations,1985.5833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,9,0.92,46.8,61.1,11.0,2.0,NOAA_Weather_Stations,1985.6666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,10,-2.38,48.7,72.8,9.9,2.0,NOAA_Weather_Stations,1985.75,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,11,-2.14,47.7,52.9,1.9,2.0,NOAA_Weather_Stations,1985.8333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1985,12,6.09,57.7,88.1,2.4,2.0,NOAA_Weather_Stations,1985.9166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,1,12.42,47.8,25.9,5.2,2.0,NOAA_Weather_Stations,1986.0,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,2,21.74,44.2,38.2,4.9,2.0,NOAA_Weather_Stations,1986.0833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,3,24.26,46.5,15.5,10.4,2.0,NOAA_Weather_Stations,1986.1666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,4,30.89,26.3,26.2,11.4,2.0,NOAA_Weather_Stations,1986.25,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,5,28.89,42.0,65.1,10.2,2.0,NOAA_Weather_Stations,1986.3333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,6,21.92,55.9,70.8,12.4,2.0,NOAA_Weather_Stations,1986.4166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,7,13.41,46.0,81.2,9.9,2.0,NOAA_Weather_Stations,1986.5,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,8,3.12,49.2,115.2,10.5,2.0,NOAA_Weather_Stations,1986.5833333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,9,2.0,44.7,132.9,6.3,2.0,NOAA_Weather_Stations,1986.6666666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,10,-1.42,56.4,80.3,6.9,2.0,NOAA_Weather_Stations,1986.75,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,11,0.0,40.0,91.8,5.4,2.0,NOAA_Weather_Stations,1986.8333333333333,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1986,12,6.19,62.7,44.5,7.6,2.0,NOAA_Weather_Stations,1986.9166666666667,Los Angeles_USA_34.0522_-118.2437
Los Angeles,USA,34.0522,-118.2437,1987,1,12.88,48.5,31.5,6.1,2.0,NOAA_Weather_Stations,1987.0,Los Angeles_USA_34.0522_-118.2437
Chicago,USA,41.8781,-87.6298,1984,1,7.42,48.1,25.9,4.2,1.0,NOAA_Weather_Stations,1984.0,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,2,13.26,30.0,49.1,3.6,1.0,NOAA_Weather_Stations,1984.0833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,3,21.8,35.7,36.3,8.6,1.0,NOAA_Weather_Stations,1984.1666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,4,20.5,38.5,28.6,6.8,1.0,NOAA_Weather_Stations,1984.25,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,5,20.2,31.5,23.6,12.8,1.0,NOAA_Weather_Stations,1984.3333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,6,15.95,39.4,68.8,13.1,1.0,NOAA_Weather_Stations,1984.4166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,7,7.27,32.3,111.2,10.3,1.0,NOAA_Weather_Stations,1984.5,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,8,0.76,42.1,114.0,8.7,1.0,NOAA_Weather_Stations,1984.5833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,9,-7.17,60.6,50.0,5.9,1.0,NOAA_Weather_Stations,1984.6666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,10,-13.43,48.4,69.8,7.7,1.0,NOAA_Weather_Stations,1984.75,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,11,-7.92,46.1,110.4,4.7,1.0,NOAA_Weather_Stations,1984.8333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1984,12,-5.37,54.0,69.7,2.8,1.0,NOAA_Weather_Stations,1984.9166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,1,4.6,46.6,36.7,6.1,1.0,NOAA_Weather_Stations,1985.0,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,2,12.4,36.4,46.6,5.5,1.0,NOAA_Weather_Stations,1985.0833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,3,19.32,40.5,28.8,8.5,1.0,NOAA_Weather_Stations,1985.1666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,4,20.46,27.4,31.3,10.9,1.0,NOAA_Weather_Stations,1985.25,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,5,20.2,20.2,31.2,11.7,1.0,NOAA_Weather_Stations,1985.3333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,6,15.45,20.0,62.8,9.5,1.0,NOAA_Weather_Stations,1985.4166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,7,6.99,36.7,81.2,9.6,1.0,NOAA_Weather_Stations,1985.5,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,8,-1.91,52.2,44.5,10.1,1.0,NOAA_Weather_Stations,1985.5833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,9,-6.21,41.0,118.8,5.7,1.0,NOAA_Weather_Stations,1985.6666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,10,-11.08,34.4,45.3,7.8,1.0,NOAA_Weather_Stations,1985.75,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,11,-4.91,57.0,81.1,7.1,1.0,NOAA_Weather_Stations,1985.8333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1985,12,1.41,38.4,37.6,2.7,1.0,NOAA_Weather_Stations,1985.9166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,1,7.37,32.8,61.1,5.6,1.0,NOAA_Weather_Stations,1986.0,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,2,14.88,38.1,38.0,9.1,1.0,NOAA_Weather_Stations,1986.0833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,3,21.01,40.6,40.0,7.1,1.0,NOAA_Weather_Stations,1986.1666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,4,23.12,20.6,49.6,11.6,1.0,NOAA_Weather_Stations,1986.25,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,5,19.75,29.1,30.0,8.9,1.0,NOAA_Weather_Stations,1986.3333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,6,15.21,35.3,84.9,7.8,1.0,NOAA_Weather_Stations,1986.4166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,7,5.68,36.3,94.4,12.4,1.0,NOAA_Weather_Stations,1986.5,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,8,-0.89,46.2,63.0,7.6,1.0,NOAA_Weather_Stations,1986.5833333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,9,-5.44,38.7,98.4,6.4,1.0,NOAA_Weather_Stations,1986.6666666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,10,-6.24,29.4,127.6,4.1,1.0,NOAA_Weather_Stations,1986.75,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,11,-8.45,37.4,64.1,2.2,1.0,NOAA_Weather_Stations,1986.8333333333333,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1986,12,-0.07,41.3,83.7,5.8,1.0,NOAA_Weather_Stations,1986.9166666666667,Chicago_USA_41.8781_-87.6298
Chicago,USA,41.8781,-87.6298,1987,1,7.21,33.3,63.3,6.7,1.0,NOAA_Weather_Stations,1987.0,Chicago_USA_41.8781_-87.6298
Houston,USA,29.7604,-95.3698,1984,1,18.97,43.6,87.8,5.0,1.0,NOAA_Weather_Stations,1984.0,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,2,21.73,25.0,39.2,5.8,1.0,NOAA_Weather_Stations,1984.0833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,3,29.52,38.2,37.4,9.0,1.0,NOAA_Weather_Stations,1984.1666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,4,30.26,39.3,36.2,12.3,1.0,NOAA_Weather_Stations,1984.25,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,5,26.49,48.0,44.2,9.7,1.0,NOAA_Weather_Stations,1984.3333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,6,22.57,43.9,69.2,12.5,1.0,NOAA_Weather_Stations,1984.4166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,7,15.72,55.1,83.5,9.6,1.0,NOAA_Weather_Stations,1984.5,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,8,6.27,60.2,90.5,7.1,1.0,NOAA_Weather_Stations,1984.5833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,9,1.88,54.8,83.0,9.3,1.0,NOAA_Weather_Stations,1984.6666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,10,0.98,66.9,86.6,4.2,1.0,NOAA_Weather_Stations,1984.75,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,11,1.57,50.0,67.4,1.3,1.0,NOAA_Weather_Stations,1984.8333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1984,12,10.75,74.0,65.1,5.6,1.0,NOAA_Weather_Stations,1984.9166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,1,18.35,40.0,82.3,4.8,1.0,NOAA_Weather_Stations,1985.0,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,2,25.29,27.1,28.4,8.0,1.0,NOAA_Weather_Stations,1985.0833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,3,30.68,60.8,28.1,10.8,1.0,NOAA_Weather_Stations,1985.1666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,4,30.82,33.0,47.5,9.9,1.0,NOAA_Weather_Stations,1985.25,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,5,31.19,46.1,67.7,11.5,1.0,NOAA_Weather_Stations,1985.3333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,6,22.22,29.6,93.6,9.2,1.0,NOAA_Weather_Stations,1985.4166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,7,17.16,36.4,141.3,8.1,1.0,NOAA_Weather_Stations,1985.5,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,8,12.35,47.7,169.8,10.7,1.0,NOAA_Weather_Stations,1985.5833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,9,5.83,57.8,70.3,9.1,1.0,NOAA_Weather_Stations,1985.6666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,10,-0.11,65.3,137.1,3.3,1.0,NOAA_Weather_Stations,1985.75,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,11,1.77,51.4,57.0,6.6,1.0,NOAA_Weather_Stations,1985.8333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1985,12,13.86,51.6,73.8,8.4,1.0,NOAA_Weather_Stations,1985.9166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,1,15.6,46.7,50.1,7.2,1.0,NOAA_Weather_Stations,1986.0,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,2,20.32,42.0,23.5,8.8,1.0,NOAA_Weather_Stations,1986.0833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,3,29.33,34.4,58.8,7.1,1.0,NOAA_Weather_Stations,1986.1666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,4,31.7,44.4,60.8,8.2,1.0,NOAA_Weather_Stations,1986.25,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,5,32.37,50.9,31.7,11.6,1.0,NOAA_Weather_Stations,1986.3333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,6,24.9,50.6,57.2,9.0,1.0,NOAA_Weather_Stations,1986.4166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,7,15.27,39.1,91.8,4.1,1.0,NOAA_Weather_Stations,1986.5,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,8,11.19,38.6,91.6,12.6,1.0,NOAA_Weather_Stations,1986.5833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,9,4.09,58.5,162.9,5.8,1.0,NOAA_Weather_Stations,1986.6666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,10,1.27,47.0,107.9,7.8,1.0,NOAA_Weather_Stations,1986.75,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,11,3.09,62.7,124.4,7.8,1.0,NOAA_Weather_Stations,1986.8333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1986,12,9.76,62.4,77.0,4.3,1.0,NOAA_Weather_Stations,1986.9166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,1987,1,16.27,53.0,57.8,6.6,1.0,NOAA_Weather_Stations,1987.0,Houston_USA_29.7604_-95.3698
Phoenix,USA,33.4484,-112.074,1984,1,12.77,43.3,60.2,3.6,1.0,NOAA_Weather_Stations,1984.0,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,2,17.93,49.3,38.9,9.3,1.0,NOAA_Weather_Stations,1984.0833333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,3,25.35,45.2,40.0,9.3,1.0,NOAA_Weather_Stations,1984.1666666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,4,31.71,44.3,23.9,10.8,1.0,NOAA_Weather_Stations,1984.25,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,5,25.83,20.4,25.0,10.7,1.0,NOAA_Weather_Stations,1984.3333333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,6,24.66,46.1,43.7,13.4,1.0,NOAA_Weather_Stations,1984.4166666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,7,12.68,42.2,56.7,11.7,1.0,NOAA_Weather_Stations,1984.5,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,8,5.83,60.5,99.0,9.9,1.0,NOAA_Weather_Stations,1984.5833333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,9,2.65,55.0,87.4,7.2,1.0,NOAA_Weather_Stations,1984.6666666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,10,-0.27,64.1,123.6,6.9,1.0,NOAA_Weather_Stations,1984.75,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,11,0.32,50.3,65.6,7.9,1.0,NOAA_Weather_Stations,1984.8333333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1984,12,6.87,56.5,72.5,1.6,1.0,NOAA_Weather_Stations,1984.9166666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1985,1,13.83,46.8,49.8,5.1,1.0,NOAA_Weather_Stations,1985.0,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1985,2,21.64,45.5,19.9,4.5,1.0,NOAA_Weather_Stations,1985.0833333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1985,3,26.64,55.7,26.1,8.3,1.0,NOAA_Weather_Stations,1985.1666666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1985,4,27.09,28.7,48.0,10.8,1.0,NOAA_Weather_Stations,1985.25,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1985,5,25.37,27.9,47.0,9.2,1.0,NOAA_Weather_Stations,1985.3333333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1985,6,20.41,57.1,60.8,7.7,1.0,NOAA_Weather_Stations,1985.4166666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,1985,7,12.7,50.3,58.8,9.7,1.0,NOAA_Weather_Stations,1985.5,Phoenix_USA_33.4484_-112.074
