city,country,latitude,longitude,year,month,temperature_celsius,humidity_percent,precipitation_mm,wind_speed_ms,urban_heat_island_intensity,data_source,ym,city_key
Chicago,USA,41.8781,-87.6298,2017,1,8.48,30.4,66.2,6.1,1.0,NOAA_Weather_Stations,2017.0,Chicago_USA_41.8781_-87.6298
Houston,USA,29.7604,-95.3698,2016,1,17.16,55.8,49.5,5.0,1.0,NOAA_Weather_Stations,2016.0,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,2,26.97,40.9,59.8,2.5,1.0,NOAA_Weather_Stations,2016.0833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,3,27.14,36.9,34.9,6.0,1.0,NOAA_Weather_Stations,2016.1666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,4,30.8,35.6,61.9,14.3,1.0,NOAA_Weather_Stations,2016.25,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,5,29.99,38.6,75.8,11.5,1.0,NOAA_Weather_Stations,2016.3333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,6,24.93,46.0,66.6,11.3,1.0,NOAA_Weather_Stations,2016.4166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,7,16.16,47.3,50.7,9.9,1.0,NOAA_Weather_Stations,2016.5,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,8,8.85,45.1,60.6,8.4,1.0,NOAA_Weather_Stations,2016.5833333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,9,2.46,57.6,169.5,8.6,1.0,NOAA_Weather_Stations,2016.6666666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,10,3.37,57.2,96.8,8.0,1.0,NOAA_Weather_Stations,2016.75,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,11,3.2,58.6,106.3,4.6,1.0,NOAA_Weather_Stations,2016.8333333333333,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2016,12,8.33,63.3,89.5,5.7,1.0,NOAA_Weather_Stations,2016.9166666666667,Houston_USA_29.7604_-95.3698
Houston,USA,29.7604,-95.3698,2017,1,16.5,58.2,84.2,6.8,1.0,NOAA_Weather_Stations,2017.0,Houston_USA_29.7604_-95.3698
Phoenix,USA,33.4484,-112.074,2016,1,14.23,42.4,24.8,7.8,1.0,NOAA_Weather_Stations,2016.0,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,2,19.84,53.4,42.4,4.9,1.0,NOAA_Weather_Stations,2016.0833333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,3,28.52,35.3,37.4,5.4,1.0,NOAA_Weather_Stations,2016.1666666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,4,27.95,48.3,38.8,9.6,1.0,NOAA_Weather_Stations,2016.25,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,5,27.92,35.2,41.7,13.7,1.0,NOAA_Weather_Stations,2016.3333333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,6,22.59,56.3,73.3,11.1,1.0,NOAA_Weather_Stations,2016.4166666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,7,11.77,51.9,100.2,7.2,1.0,NOAA_Weather_Stations,2016.5,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,8,6.22,59.5,55.1,11.4,1.0,NOAA_Weather_Stations,2016.5833333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,9,0.6,57.0,116.8,4.0,1.0,NOAA_Weather_Stations,2016.6666666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,10,-2.11,54.2,99.9,5.9,1.0,NOAA_Weather_Stations,2016.75,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,11,-1.17,56.8,46.0,5.6,1.0,NOAA_Weather_Stations,2016.8333333333333,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2016,12,5.95,50.8,63.6,5.2,1.0,NOAA_Weather_Stations,2016.9166666666667,Phoenix_USA_33.4484_-112.074
Phoenix,USA,33.4484,-112.074,2017,1,14.45,53.7,64.2,6.3,1.0,NOAA_Weather_Stations,2017.0,Phoenix_USA_33.4484_-112.074
Philadelphia,USA,39.9526,-75.1652,2016,1,10.1,49.5,40.4,6.8,1.0,NOAA_Weather_Stations,2016.0,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,2,15.51,43.6,30.7,6.5,1.0,NOAA_Weather_Stations,2016.0833333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,3,22.6,32.4,35.4,6.8,1.0,NOAA_Weather_Stations,2016.1666666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,4,23.65,48.5,41.5,10.4,1.0,NOAA_Weather_Stations,2016.25,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,5,20.76,45.8,62.5,8.2,1.0,NOAA_Weather_Stations,2016.3333333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,6,17.56,42.7,83.9,7.7,1.0,NOAA_Weather_Stations,2016.4166666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,7,9.25,45.8,59.3,6.8,1.0,NOAA_Weather_Stations,2016.5,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,8,-0.88,53.1,101.8,12.3,1.0,NOAA_Weather_Stations,2016.5833333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,9,-6.4,57.7,121.0,9.7,1.0,NOAA_Weather_Stations,2016.6666666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,10,-8.12,47.9,69.6,4.2,1.0,NOAA_Weather_Stations,2016.75,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,11,-3.58,67.6,103.7,7.6,1.0,NOAA_Weather_Stations,2016.8333333333333,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2016,12,-1.03,47.0,54.0,5.9,1.0,NOAA_Weather_Stations,2016.9166666666667,Philadelphia_USA_39.9526_-75.1652
Philadelphia,USA,39.9526,-75.1652,2017,1,4.28,46.1,37.0,3.3,1.0,NOAA_Weather_Stations,2017.0,Philadelphia_USA_39.9526_-75.1652
San Antonio,USA,29.4241,-98.4936,2016,1,20.54,64.4,67.3,7.0,1.0,NOAA_Weather_Stations,2016.0,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,2,26.44,65.3,52.0,7.6,1.0,NOAA_Weather_Stations,2016.0833333333333,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,3,28.69,35.7,48.7,7.3,1.0,NOAA_Weather_Stations,2016.1666666666667,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,4,33.33,58.6,48.9,9.1,1.0,NOAA_Weather_Stations,2016.25,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,5,31.13,47.0,89.4,11.7,1.0,NOAA_Weather_Stations,2016.3333333333333,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,6,26.05,60.7,82.1,10.5,1.0,NOAA_Weather_Stations,2016.4166666666667,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,7,16.45,67.6,56.2,7.1,1.0,NOAA_Weather_Stations,2016.5,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,8,9.24,70.9,109.3,10.2,1.0,NOAA_Weather_Stations,2016.5833333333333,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,9,5.26,71.8,145.3,12.7,1.0,NOAA_Weather_Stations,2016.6666666666667,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,10,2.39,60.8,150.1,8.2,1.0,NOAA_Weather_Stations,2016.75,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,11,4.01,73.2,120.1,7.1,1.0,NOAA_Weather_Stations,2016.8333333333333,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2016,12,12.06,73.5,75.9,5.3,1.0,NOAA_Weather_Stations,2016.9166666666667,San Antonio_USA_29.4241_-98.4936
San Antonio,USA,29.4241,-98.4936,2017,1,18.9,65.2,38.3,6.1,1.0,NOAA_Weather_Stations,2017.0,San Antonio_USA_29.4241_-98.4936
San Diego,USA,32.7157,-117.1611,2016,1,16.13,39.1,56.6,8.4,1.0,NOAA_Weather_Stations,2016.0,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,2,16.98,37.9,25.7,8.3,1.0,NOAA_Weather_Stations,2016.0833333333333,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,3,28.85,20.0,17.9,7.0,1.0,NOAA_Weather_Stations,2016.1666666666667,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,4,30.08,43.4,32.9,8.7,1.0,NOAA_Weather_Stations,2016.25,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,5,26.57,41.9,65.6,11.3,1.0,NOAA_Weather_Stations,2016.3333333333333,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,6,23.04,42.1,60.3,11.0,1.0,NOAA_Weather_Stations,2016.4166666666667,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,7,9.33,29.3,62.6,5.8,1.0,NOAA_Weather_Stations,2016.5,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,8,10.36,47.8,94.5,8.8,1.0,NOAA_Weather_Stations,2016.5833333333333,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,9,-0.44,42.6,81.3,9.9,1.0,NOAA_Weather_Stations,2016.6666666666667,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,10,-0.67,34.1,106.8,7.5,1.0,NOAA_Weather_Stations,2016.75,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,11,-1.03,47.3,80.8,1.8,1.0,NOAA_Weather_Stations,2016.8333333333333,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2016,12,9.5,43.9,75.1,3.3,1.0,NOAA_Weather_Stations,2016.9166666666667,San Diego_USA_32.7157_-117.1611
San Diego,USA,32.7157,-117.1611,2017,1,11.95,35.3,64.4,6.3,1.0,NOAA_Weather_Stations,2017.0,San Diego_USA_32.7157_-117.1611
Dallas,USA,32.7767,-96.797,2016,1,13.08,47.2,41.1,2.9,1.0,NOAA_Weather_Stations,2016.0,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,2,21.85,61.2,35.1,1.0,1.0,NOAA_Weather_Stations,2016.0833333333333,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,3,27.55,63.7,21.9,10.2,1.0,NOAA_Weather_Stations,2016.1666666666667,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,4,30.62,60.9,22.0,6.8,1.0,NOAA_Weather_Stations,2016.25,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,5,28.76,51.0,63.5,14.0,1.0,NOAA_Weather_Stations,2016.3333333333333,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,6,23.2,78.6,54.9,10.1,1.0,NOAA_Weather_Stations,2016.4166666666667,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,7,14.15,53.7,96.8,10.8,1.0,NOAA_Weather_Stations,2016.5,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,8,7.11,63.6,52.2,8.2,1.0,NOAA_Weather_Stations,2016.5833333333333,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,9,1.5,65.9,89.7,11.5,1.0,NOAA_Weather_Stations,2016.6666666666667,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,10,-2.26,63.9,48.5,4.8,1.0,NOAA_Weather_Stations,2016.75,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,11,1.82,66.6,99.5,5.9,1.0,NOAA_Weather_Stations,2016.8333333333333,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2016,12,9.13,43.1,79.1,6.0,1.0,NOAA_Weather_Stations,2016.9166666666667,Dallas_USA_32.7767_-96.797
Dallas,USA,32.7767,-96.797,2017,1,16.87,51.1,59.3,7.0,1.0,NOAA_Weather_Stations,2017.0,Dallas_USA_32.7767_-96.797
San Jose,USA,37.3382,-121.8863,2016,1,8.7,23.5,36.3,4.6,1.0,NOAA_Weather_Stations,2016.0,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,2,17.11,24.7,38.5,9.6,1.0,NOAA_Weather_Stations,2016.0833333333333,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,3,28.42,43.5,22.5,7.1,1.0,NOAA_Weather_Stations,2016.1666666666667,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,4,25.81,43.5,23.2,6.0,1.0,NOAA_Weather_Stations,2016.25,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,5,22.11,24.0,25.7,9.5,1.0,NOAA_Weather_Stations,2016.3333333333333,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,6,14.05,42.8,87.0,13.7,1.0,NOAA_Weather_Stations,2016.4166666666667,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,7,11.47,39.7,108.9,11.8,1.0,NOAA_Weather_Stations,2016.5,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,8,0.59,42.2,127.0,11.2,1.0,NOAA_Weather_Stations,2016.5833333333333,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,9,-2.5,35.4,133.0,10.8,1.0,NOAA_Weather_Stations,2016.6666666666667,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,10,-5.65,42.4,44.8,7.8,1.0,NOAA_Weather_Stations,2016.75,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,11,-3.33,45.2,41.6,6.5,1.0,NOAA_Weather_Stations,2016.8333333333333,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2016,12,4.32,37.1,76.8,3.6,1.0,NOAA_Weather_Stations,2016.9166666666667,San Jose_USA_37.3382_-121.8863
San Jose,USA,37.3382,-121.8863,2017,1,11.98,36.5,44.1,5.6,1.0,NOAA_Weather_Stations,2017.0,San Jose_USA_37.3382_-121.8863
London,UK,51.5074,-0.1278,2016,1,-1.12,64.0,30.0,3.3,1.0,NOAA_Weather_Stations,2016.0,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,2,5.6,46.4,35.4,4.6,1.0,NOAA_Weather_Stations,2016.0833333333333,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,3,12.76,40.5,44.8,8.4,1.0,NOAA_Weather_Stations,2016.1666666666667,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,4,11.59,48.3,43.4,8.7,1.0,NOAA_Weather_Stations,2016.25,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,5,13.84,50.7,32.4,8.9,1.0,NOAA_Weather_Stations,2016.3333333333333,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,6,9.58,42.4,72.3,11.7,1.0,NOAA_Weather_Stations,2016.4166666666667,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,7,-4.0,48.0,98.0,7.2,1.0,NOAA_Weather_Stations,2016.5,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,8,-13.83,49.3,73.4,12.3,1.0,NOAA_Weather_Stations,2016.5833333333333,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,9,-12.01,64.7,46.3,7.3,1.0,NOAA_Weather_Stations,2016.6666666666667,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,10,-16.5,49.4,100.5,4.6,1.0,NOAA_Weather_Stations,2016.75,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,11,-14.44,62.9,79.7,5.6,1.0,NOAA_Weather_Stations,2016.8333333333333,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2016,12,-12.67,63.1,41.5,5.5,1.0,NOAA_Weather_Stations,2016.9166666666667,London_UK_51.5074_-0.1278
London,UK,51.5074,-0.1278,2017,1,-0.1,46.7,40.2,1.8,1.0,NOAA_Weather_Stations,2017.0,London_UK_51.5074_-0.1278
Paris,France,48.8566,2.3522,2016,1,0.77,47.1,35.1,7.2,1.0,NOAA_Weather_Stations,2016.0,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,2,11.15,58.9,47.0,8.7,1.0,NOAA_Weather_Stations,2016.0833333333333,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,3,12.45,38.9,37.2,8.4,1.0,NOAA_Weather_Stations,2016.1666666666667,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,4,16.3,31.5,43.4,10.2,1.0,NOAA_Weather_Stations,2016.25,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,5,14.61,47.4,66.7,9.1,1.0,NOAA_Weather_Stations,2016.3333333333333,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,6,9.71,51.1,81.1,7.6,1.0,NOAA_Weather_Stations,2016.4166666666667,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,7,1.58,47.5,103.9,12.4,1.0,NOAA_Weather_Stations,2016.5,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,8,-4.87,62.3,54.2,10.7,1.0,NOAA_Weather_Stations,2016.5833333333333,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,9,-11.06,60.1,134.0,11.1,1.0,NOAA_Weather_Stations,2016.6666666666667,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,10,-11.91,60.9,54.8,7.7,1.0,NOAA_Weather_Stations,2016.75,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,11,-10.91,61.2,89.8,4.7,1.0,NOAA_Weather_Stations,2016.8333333333333,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2016,12,-3.29,57.7,30.7,5.8,1.0,NOAA_Weather_Stations,2016.9166666666667,Paris_France_48.8566_2.3522
Paris,France,48.8566,2.3522,2017,1,1.57,58.9,60.1,3.5,1.0,NOAA_Weather_Stations,2017.0,Paris_France_48.8566_2.3522
Berlin,Germany,52.52,13.405,2016,1,-0.3,64.5,33.0,3.7,1.0,NOAA_Weather_Stations,2016.0,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,2,7.31,57.9,47.9,4.8,1.0,NOAA_Weather_Stations,2016.0833333333333,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,3,13.9,54.1,40.3,8.7,1.0,NOAA_Weather_Stations,2016.1666666666667,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,4,14.54,50.3,27.3,10.2,1.0,NOAA_Weather_Stations,2016.25,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,5,13.23,47.0,29.4,10.9,1.0,NOAA_Weather_Stations,2016.3333333333333,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,6,5.86,62.2,38.4,11.8,1.0,NOAA_Weather_Stations,2016.4166666666667,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,7,-4.49,54.6,38.2,9.0,1.0,NOAA_Weather_Stations,2016.5,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,8,-11.81,65.3,75.9,7.8,1.0,NOAA_Weather_Stations,2016.5833333333333,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,9,-14.25,65.8,110.6,7.9,1.0,NOAA_Weather_Stations,2016.6666666666667,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,10,-13.84,51.8,43.3,10.3,1.0,NOAA_Weather_Stations,2016.75,Berlin_Germany_52.52_13.405
Berlin,Germany,52.52,13.405,2016,11,-13.3,80.7,107.8,3.6,1.0,NOAA_Weather_Stations,2016.8333333333333,Berlin_Germany_52.52_13.405
